read_code,icd10_code,icd10_code_def
B740z,D170,1
B741.,D177,1
B7410,D170,1
B7411,D170,1
B7412,D171,1
B7413,D171,1
B7414,D171,1
B7415,D172,1
B7416,D172,1
B7417,D172,1
B7418,D172,1
B7419,D171,1
B741A,D171,1
B741B,D171,1
B741C,D171,1
B741D,D172,1
B741E,D172,1
B741F,D172,1
B741G,D172,1
B741H,D172,1
B741J,D171,1
B741K,D171,1
B741L,D171,1
B741z,D173,1
B742.,D174,1
B743.,D175,1
B744.,D176,1
B74y.,D177,1
B74y0,D177,1
B74y1,D177,1
B74y2,D177,1
B74y3,D177,1
B74z.,D179,1
B75..,D219,1
B750.,D210,1
B7500,D210,1
B7501,D210,1
B7502,D210,1
B7503,D219,1
B750z,D210,1
B751.,D211,1
B7510,D211,1
B7511,D211,1
B7512,D211,1
B7513,D211,1
B751z,D211,1
B752.,D212,1
B7520,D212,1
B7521,D212,1
B7522,D212,1
B7523,D212,1
B7524,D212,1
B752z,D212,1
B753.,D213,1
B7530,D219,1
B754.,D214,1
B7540,D219,1
B755.,D215,1
B7550,D215,1
B7551,D215,1
B7552,D215,1
B755z,D215,1
B756.,D216,1
B75y.,D219,1
B75z.,D219,1
B76..,D230-D239,2
B760.,D230,1
B761.,D231,1
B7610,D231,1
B762.,D232,1
B7620,D232,1
B7621,D232,1
B762z,D232,1
B763.,D233,1
B7630,D233,1
B7631,D233,1
B7632,D233,1
B7633,D233,1
B7634,D233,1
B7635,D233,1
B763z,D233,1
B764.,D234,1
B7640,D234,1
B7641,D234,1
B764z,D234,1
B765.,D235,1
B7650,D235,1
B7651,D235,1
B7652,D235,1
B7653,D235,1
B7654,D235,1
B7655,D235,1
B7656,D235,1
B7657,D235,1
B7658,D235,1
B7659,D235,1
B765z,D239,1
B766.,D236,1
B7660,D236,1
B7661,D236,1
B7662,D236,1
B7663,D236,1
B766z,D236,1
B767.,D237,1
B7670,D237,1
B7671,D237,1
B7672,D237,1
B7673,D237,1
B7674,D237,1
B767z,D237,1
B768.,D220-D229,2
B7680,D220,1
B7681,D221,1
B7682,D222,1
B7683,D223,1
B7684,D224,1
B7685,D225,1
B7686,D226,1
B7687,D227,1
B7688,D227,1
B7689,D229,1
B768X,D229,1
B769.,D763,1
B76A.,D763,1
B76B.,D763,1
B76C.,D239,1
B76D.,D239,1
B76y.,D239,1
B76z.,D239,1
B77..,D24X,1
B770.,D24X,1
B771.,D24X,1
B77z.,D24X,1
B78..,D259,1
B780.,D250,1
B781.,D251,1
B782.,D252,1
B78z.,D259,1
B79..,D26,1
B790.,D260,1
B791.,D261,1
B7910,D261,1
B7911,D261,1
B7912,D261,1
B791z,D261,1
B79y.,D269,1
B79z.,D269,1
B7A..,D27X,1
B7A2.,D27X,1
B7B..,D289,1
B7B0.,D282,1
B7B00,D282,1
B7B01,D282,1
B7B02,D282,1
B7B03,D282,1
B7B0z,D282,1
B7B1.,D281,1
B7B10,D281,1
B7B1z,D281,1
B7B2.,D280,1
B7B20,D280,1
B7B21,D280,1
B7B22,D280,1
B7B23,D280,1
B7B2z,D280,1
B7By.,D287,1
B7Bz.,D289,1
B7C..,D299,1
B7C0.,D292,1
B7C1.,D290,1
B7C10,D290,1
B7C11,D290,1
B7C12,D290,1
B7C13,D290,1
B7C1z,D290,1
B7C2.,D291,1
B7C20,D291,1
B7C21,D291,1
B7C22,D291,1
B7C3.,D293,1
B7C4.,D294,1
B7Cy.,D297,1
B7Cy0,D297,1
B7Cy1,D297,1
B7Cyz,D299,1
B7Cz.,D299,1
B7D..,D309,1
B7D0.,D300,1
B7D1.,D301,1
B7D2.,D302,1
B7D3.,D303,1
B7D30,D303,1
B7Dy.,D307,1
B7Dy0,D304,1
B7Dy1,D307,1
B7Dy2,D303,1
B7Dyz,D307,1
B7Dz.,D309,1
B7E..,D319,1
B7E0.,D319,1
B7E00,D314,1
B7E01,D314,1
B7E02,D314,1
B7E0z,D319,1
B7E1.,D316,1
B7E2.,D315,1
B7E3.,D310,1
B7E4.,D311,1
B7E5.,D312,1
B7E6.,D313,1
B7E7.,D315,1
B7E70,D315,1
B7E71,D315,1
B7E7z,D315,1
B7E8.,D313,1
B7Ey.,D319,1
B7Ez.,D319,1
B7F..,D339,1
B7F0.,D332,1
B7F00,D330,1
B7F1.,D333,1
B7F10,D333,1
B7F2.,D320,1
B7F20,D320,1
B7F2z,D320,1
B7F3.,D334,1
B7F4.,D321,1
B7F40,D321,1
B7F4z,D321,1
B7FX.,D329,1
B7Fy.,D337,1
B7Fy0,D361,1
B7Fy1,G576,1
B7Fz.,D339,1
B7G..,D34X,1
B7H..,D359,1
B7H0.,D350,1
B7H00,D350,1
B7H1.,D351,1
B7H2.,D352,1
B7H20,D352,1
B7H21,D352,1
B7H22,D352,1
B7H23,D353,1
B7H2z,D352,1
B7H3.,D354,1
B7H4.,D355,1
B7H5.,D356,1
B7H50,D356,1
B7H51,D356,1
B7H52,D215,1
B7H53,D358,1
B7H5z,D356,1
B7Hy.,D357,1
B7Hz.,D359,1
B7J..,D18,1
B7J0.,D180,1
B7J00,D180,1
B7J01,D180,1
B7J02,D180,1
B7J03,D180,1
B7J04,D180,1
B7J0z,D180,1
B7J1.,D181,1
B7J10,D181,1
B7z..,D369,1
B7z0.,D360,1
B7zy.,D367,1
B7zy1,D367,1
B7zyX,D199,1
B7zz.,D369,1
B8...,D00-D09,2
B80..,D019,1
B800.,D000,1
B8000,D000,1
B8001,D000,1
B8002,D000,1
B8003,D000,1
B8004,D000,1
B8005,D000,1
B8006,D000,1
B8007,D000,1
B8008,D000,1
B8009,D000,1
B800z,D000,1
B801.,D001,1
B8010,D001,1
B8011,D001,1
B8012,D001,1
B801z,D001,1
B802.,D002,1
B8020,D002,1
B8021,D002,1
B8022,D002,1
B8023,D002,1
B8024,D002,1
B802z,D002,1
B803.,D010,1
B8030,D010,1
B8031,D010,1
B8032,D010,1
B8033,D010,1
B8034,D010,1
B8035,D010,1
B8036,D010,1
B8037,D010,1
B8038,D010,1
B803z,D010,1
B804.,D014,1
B8040,D011,1
B8041,D012,1
B804z,D012,1
B805.,D013,1
B8050,D013,1
B806.,D013,1
B807.,D014,1
B8070,D014,1
B8071,D014,1
B8072,D014,1
B8073,D014,1
B807z,D014,1
B808.,D015,1
B8080,D015,1
B8081,D015,1
B8082,D015,1
B8083,D015,1
B8084,D015,1
B8085,D015,1
B8086,D015,1
B8087,D015,1
B808z,D015,1
B80z.,D019,1
B80z0,D017,1
B80z1,D097,1
B80zz,D019,1
B81..,D024,1
B810.,D020,1
B8100,D020,1
B8101,D020,1
B8102,D020,1
B8103,D020,1
B8104,D020,1
B8105,D020,1
B8106,D000,1
B8107,D020,1
B8108,D020,1
B810z,D020,1
B811.,D021,1
B812.,D022,1
B8120,D022,1
B8121,D022,1
B8122,D022,1
B8123,D022,1
B8124,D022,1
B812z,D022,1
B81y.,D023,1
B81y0,D023,1
B81y1,D023,1
B81y2,D023,1
B81y3,D023,1
B81y4,D023,1
B81y5,D023,1
B81y6,D023,1
B81y7,D023,1
B81y8,D023,1
B81y9,D023,1
B81yz,D024,1
B81z.,D024,1
B82..,D049,1
B820.,D040,1
B821.,D041,1
B822.,D042,1
B8220,D042,1
B8221,D042,1
B822z,D042,1
B823.,D043,1
B8230,D043,1
B8231,D043,1
B8233,D043,1
B8234,D043,1
B8235,D043,1
B8236,D043,1
B823z,D043,1
B824.,D044,1
B8240,D044,1
B8241,D044,1
B824z,D044,1
B825.,D045,1
B8250,D045,1
B8251,D045,1
B8252,D045,1
B8253,D045,1
B8254,D045,1
B8255,D045,1
B8256,D045,1
B8257,D045,1
B8258,D045,1
B825z,D045,1
B826.,D046,1
B8260,D046,1
B8261,D046,1
B8262,D046,1
B8263,D046,1
B826z,D046,1
B827.,D047,1
B8270,D047,1
B8271,D047,1
B8272,D047,1
B8273,D047,1
B8274,D047,1
B827z,D047,1
B828.,D039,1
B8280,D030,1
B8281,D031,1
B8282,D032,1
B8283,D034,1
B8284,D035,1
B8285,D036,1
B8286,D037,1
B8287,D034,1
B8288,D036,1
B8289,D035,1
B828W,D039,1
B828X,D033,1
B829.,D045,1
B82y.,D048,1
B82z.,D049,1
B830.,D059,1
B8300,D050,1
B8301,D051,1
B831.,D069,1
B8310,D060,1
B8311,D061,1
B832.,D073,1
B8320,D070,1
B833.,D073,1
B8330,D073,1
B8331,D073,1
B8332,D072,1
B8333,D071,1
B8334,N900,1
B8335,N901,1
B8336,D071,1
B8337,N890,1
B8338,N891,1
B8339,D072,1
B833z,D073,1
B834.,D075,1
B8340,D075,1
B8341,D075,1
B835.,D074,1
B836.,D076,1
B8360,D076,1
B8361,D076,1
B8362,D076,1
B8363,D076,1
B836z,D076,1
B837.,D090,1
B83z.,D091,1
B8y..,D099,1
B8y0.,D092,1
B8yy.,D097,1
B8yy0,D093,1
B8yy1,D093,1
B8yy2,D093,1
B8yy3,D093,1
B8yyz,D097,1
B8z..,D099,1
B9...,D489,1
B900.,D370,1
B9000,D370,1
B9001,D370,1
B9002,D370,1
B900z,D370,1
B901.,D370,1
B9010,D370,1
B9011,D370,1
B9012,D370,1
B9013,D370,1
B9014,D370,1
B9015,D370,1
B9016,D370,1
B9017,D370,1
B9018,D370,1
B9019,D370,1
B901z,D370,1
B902.,D379,1
B9020,D371,1
B9021,D372,1
B9022,D372,1
B9023,D372,1
B9024,D374,1
B9025,D375,1
B9026,D373,1
B902z,D379,1
B903.,D376,1
B9030,D376,1
B9031,D376,1
B9032,D376,1
B9033,D376,1
B9034,D376,1
B9035,D376,1
B9036,D376,1
B9037,D376,1
B903z,D376,1
B9040,D483,1
B9041,D484,1
B904z,D484,1
B905.,D377,1
B9050,D377,1
B9051,D377,1
B9052,D377,1
B9053,D377,1
B9054,D379,1
B905z,D379,1
B906.,D380,1
B9060,D380,1
B9061,D380,1
B9062,D380,1
B9063,D380,1
B9064,D380,1
B9065,D380,1
B9066,D380,1
B9067,D380,1
B9068,D380,1
B906z,D380,1
B907.,D381,1
B9070,D381,1
B9071,D381,1
B9072,D381,1
B907z,D381,1
B9080,D382,1
B9081,D384,1
B9082,D383,1
B90z.,D385,1
B90z0,D385,1
B90z1,D385,1
B90z2,D385,1
B90z3,D385,1
B90z4,D385,1
B90z5,D385,1
B90z6,D385,1
B90z7,D385,1
B90z8,D385,1
B910.,D390,1
B911.,D392,1
B9110,D392,1
B9111,D392,1
B911z,D392,1
B912.,D391,1
B913.,D397,1
B9130,D397,1
B9131,D397,1
B913z,D397,1
B914.,D401,1
B915.,D400,1
B916.,D407,1
B9160,D407,1
B9161,D407,1
B9162,D407,1
B916z,D409,1
B917.,D414,1
B9170,D414,1
B91z.,D417,1
B91z0,D413,1
B91z1,D410,1
B91z2,D412,1
B91z3,D411,1
B91zz,D419,1
B92..,D439,1
B920.,D443,1
B9200,D443,1
B9201,D444,1
B920z,D443,1
B921.,D445,1
B922.,D441,1
B923.,D447,1
B9230,D446,1
B9231,D447,1
B9232,D447,1
B9233,D481,1
B923z,D447,1
B924.,D449,1
B9240,D440,1
B9241,D442,1
B924z,D449,1
B925.,D439,1
B9250,D432,1
B9251,D434,1
B9252,D430,1
B9253,D431,1
B925z,D439,1
B926.,D429,1
B9260,D420,1
B9261,D421,1
B926z,D429,1
B927.,Q850,1
B928.,D482,1
B929.,Q850,1
B92z.,D439,1
B92z0,D433,1
B92zz,D439,1
B93..,D489,1
B930.,D480,1
B9300,D480,1
B9301,D480,1
B930z,D480,1
B931.,D481,1
B932.,D485,1
B933.,D486,1
B934.,D45X,1
B935.,D470,1
B936.,D477,1
B937.,D479,1
B9370,D460,1
B9371,D461,1
B9372,D462,1
B9373,C920,1
B9374,D473,1
B9375,D473,1
B9376,D460,1
B9377,D461,1
B9378,D465,1
B9379,D466,1
B937W,D469,1
B937X,D464,1
B93X.,D479,1
B93y.,D487,1
B93y0,D487,1
B93y1,D487,1
B93yz,D487,1
B93z.,D489,1
B9y..,D487,1
B9z..,D489,1
BA...,D489,1
BA0..,D489,1
BA00.,D379,1
BA01.,D386,1
BA020,D480,1
BA021,D481,1
BA022,D485,1
BA03.,D486,1
BA04.,D414,1
BA05.,D417,1
BA06.,D432,1
BA0y.,D487,1
BA0z.,D489,1
BAz..,D489,1
By...,C00-D48,2
Byu0.,C00-C14,2
Byu1.,C15-C26,2
Byu10,C224,1
Byu11,C227,1
Byu12,C260,1
Byu13,C269,1
Byu2.,C30-C39,2
Byu20,C349,1
Byu21,C388,1
Byu22,C390,1
Byu23,C398,1
Byu24,C399,1
Byu25,C383,1
Byu3.,C40-C41,2
Byu30,C408,1
Byu31,C409,1
Byu32,C418,1
Byu33,C419,1
Byu4.,C43-C44,2
Byu40,C433,1
Byu41,C439,1
Byu42,C443,1
Byu43,C449,1
Byu5.,C45-C49,2
Byu50,C457,1
Byu51,C459,1
Byu52,C468,1
Byu53,C469,1
Byu54,C476,1
Byu55,C478,1
Byu56,C479,1
Byu57,C482,1
Byu58,C496,1
Byu59,C499,1
Byu5A,C448,1
Byu5B,C467,1
Byu6.,C500-C509,2
Byu7.,C51-C58,2
Byu70,C574,1
Byu71,C577,1
Byu72,C578,1
Byu73,C579,1
Byu8.,C60-C63,2
Byu80,C637,1
Byu81,C638,1
Byu82,C639,1
Byu9.,C64-C68,2
Byu90,C689,1
ByuA.,C69-C72,2
ByuA0,C725,1
ByuA1,C729,1
ByuA2,C709,1
ByuA3,C728,1
ByuB.,C73-C75,2
ByuB0,C758,1
ByuB1,C759,1
ByuC.,C76-C80,2
ByuC0,C767,1
ByuC1,C768,1
ByuC2,C778,1
ByuC3,C783,1
ByuC4,C788,1
ByuC5,C791,1
ByuC6,C794,1
ByuC7,C798,1
ByuC8,C809,1
ByuD.,C81-C96,2
ByuD0,C817,1
ByuD1,C827,1
ByuD2,C838,1
ByuD3,C857,1
ByuD4,C887,1
ByuD5,C917,1
ByuD6,C927,1
ByuD7,C937,1
ByuD8,C947,1
ByuD9,C957,1
ByuDA,C967,1
ByuDB,C969,1
ByuDC,C839,1
ByuDD,C845,1
ByuDE,C851,1
ByuDF,C859,1
ByuE.,C97X,1
ByuE0,C97X,1
ByuF.,D00-D09,2
ByuF0,D014,1
ByuF1,D017,1
ByuF2,D019,1
ByuF3,D023,1
ByuF4,D024,1
ByuF5,D033,1
ByuF6,D038,1
ByuF7,D043,1
ByuF8,D048,1
ByuF9,D049,1
ByuFA,D067,1
ByuFB,D073,1
ByuFC,D076,1
ByuFD,D091,1
ByuFE,D097,1
ByuFF,D039,1
ByuFG,D057,1
ByuG.,D10-D36,2
ByuG0,D103,1
ByuG1,D105,1
ByuG2,D117,1
ByuG3,D133,1
ByuG4,D139,1
ByuG5,D157,1
ByuG6,D173,1
ByuG7,D177,1
ByuG8,D197,1
ByuG9,D223,1
ByuGA,D233,1
ByuGB,D267,1
ByuGC,D287,1
ByuGD,D297,1
ByuGE,D307,1
ByuGF,D337,1
ByuGG,D357,1
ByuGH,D367,1
ByuGJ,D109,1
ByuGK,D144,1
ByuGL,D159,1
ByuGM,D199,1
ByuGN,D229,1
ByuGP,D329,1
ByuH.,D37-D48,2
ByuH0,D377,1
ByuH1,D385,1
ByuH2,D397,1
ByuH3,D407,1
ByuH4,D417,1
ByuH5,D437,1
ByuH6,D467,1
ByuH7,D477,1
ByuH8,D479,1
ByuH9,D487,1
ByuHA,D489,1
ByuHB,D399,1
ByuHC,D464,1
ByuHD,D469,1
Bz...,C00-D48,2
C....,E00-E90X,2
C0...,E00-E07,2
C00..,E049,1
C000.,E040,1
C00z.,E049,1
C01..,E041-E049,2
C010.,E041,1
C011.,E042,1
C01z.,E049,1
C02..,E05,1
C020.,E050,1
C0200,E050,1
C0201,E050,1
C0202,E050,1
C020z,E050,1
C021.,E051,1
C0210,E051,1
C0211,E051,1
C021z,E051,1
C022.,E052,1
C0220,E052,1
C0221,E052,1
C022z,E052,1
C023.,E052,1
C0230,E052,1
C0231,E052,1
C023z,E052,1
C024.,E053,1
C0240,E053,1
C0241,E053,1
C024z,E053,1
C025.,E059,1
C02y.,E058,1
C02y0,E058,1
C02y1,E058,1
C02y2,E054,1
C02y3,E055,1
C02yz,E058,1
C02z.,E059,1
C02z0,E059,1
C02z1,E059,1
C02zz,E059,1
C03..,E031,1
C030.,E071,1
C031.,E009,1
C03y.,E009,1
C03y0,E030,1
C03y1,E031,1
C03z.,E031,1
C04..,E039,1
C040.,E890,1
C041.,E890,1
C0410,E890,1
C041z,E890,1
C042.,E018,1
C043.,E032,1
C0430,E032,1
C0431,E032,1
C0432,E032,1
C043z,E032,1
C044.,E033,1
C045.,E034,1
C046.,E038,1
C047.,E038,1
C04y.,E038,1
C04z.,E039,1
C04z0,E038,1
C04z1,E035,1
C05..,E060-E069,2
C050.,E060,1
C0500,E060,1
C0501,E060,1
C0502,E060,1
C050z,E060,1
C051.,E061,1
C052.,E063,1
C053.,E065,1
C054.,E064,1
C05y.,E069,1
C05y4,E062,1
C05z.,E069,1
C06..,E070-E079,2
C060.,E070,1
C061.,E071,1
C062.,E041,1
C063.,E078,1
C0630,E078,1
C0631,E078,1
C063z,E078,1
C06y.,E078,1
C06y0,E078,1
C06y1,E034,1
C06yz,E078,1
C06z.,E079,1
C0A..,E00,1
C0A0.,E000,1
C0A1.,E001,1
C0A2.,E002,1
C0A3.,E010,1
C0A4.,E011,1
C0A5.,E02X,1
C0AX.,E012,1
C10..,E10-E14,2
C1000,E109,1
C1001,E119,1
C100z,E149,1
C101.,E141,1
C1010,E101,1
C1011,E111,1
C101y,E131,1
C101z,E141,1
C102.,E140,1
C1020,E100,1
C1021,E110,1
C102z,E140,1
C103.,E140,1
C1030,E100,1
C1031,E110,1
C103y,E130,1
C103z,E140,1
C104.,E142D N083A,7
C1040,E102D N083A,7
C1041,E112D N083A,7
C104y,E132D,8
C104z,E142D N083A,7
C105.,E143D,8
C1050,E103D,8
C1051,E113D,8
C105y,E133,1
C105z,E143D,8
C106.,E144D,8
C1060,E104D,8
C1061,E114D,8
C106y,E134D,8
C106z,E144D,8
C107.,E145,1
C1070,E105,1
C1071,E115,1
C1072,E115,1
C1073,E105,1
C1074,E115,1
C107y,E135,1
C107z,E145,1
C108.,E100-E109,2
C1080,E102D,8
C1081,E103D,8
C1082,E104D,8
C1083,E107,1
C1084,E109,1
C1085,E105,1
C1086,E105,1
C1087,E103D H360A,7
C1088,E109,1
C1089,E109,1
C108A,E109,1
C108B,E104D G590A,7
C108C,E104D G632A,7
C108D,E102D N083A,7
C108E,E100,1
C108F,E103D H280A,7
C108G,E105D I792A,7
C108H,E106D M142A,7
C108J,E106D M146A,7
C108y,E137,1
C108z,E147,1
C109.,E110-E119,2
C1090,E112D,8
C1091,E113,1
C1092,E114D,8
C1093,E117,1
C1094,E115,1
C1095,E115,1
C1096,E113D H360A,7
C1097,E119,1
C1099,E119,1
C109A,E114D G590A,7
C109B,E114D G632A,7
C109C,E112D N083A,7
C109D,E110,1
C109E,E113D H280A,7
C109F,E115D I792A,7
C109G,E116D M142A,7
C109H,E116D M146A,7
C109J,E119,1
C109K,E119,1
C10A.,E120-E129,2
C10A0,E120,1
C10A1,E121,1
C10A2,E122,1
C10A3,E123D,8
C10A4,E124D,8
C10A5,E125,1
C10A6,E127,1
C10A7,E129,1
C10AW,E128,1
C10AX,E126,1
C10B.,E130-E139,2
C10B0,E139,1
C10C.,E139,1
C10D.,E139,1
C10E.,E100-E109,2
C10E0,E102D,8
C10E1,E103D,8
C10E2,E104D,8
C10E3,E107,1
C10E4,E109,1
C10E5,E105,1
C10E6,E105,1
C10E7,E103D H360A,7
C10E8,E109,1
C10E9,E109,1
C10EA,E109,1
C10EB,E104D G590A,7
C10EC,E104D G632A,7
C10ED,E102D N083A,7
C10EE,E100,1
C10EF,E103D H280A,7
C10EG,E105D I792A,7
C10EH,E106D M142A,7
C10EJ,E106D M146A,7
C10EK,E102D N083A,7
C10EL,E102D N083A,7
C10EM,E101,1
C10EN,E100,1
C10EP,E103D H360A,7
C10EQ,E104D G990A,7
C10ER,E109,1
C10F.,E110-E119,2
C10F0,E112D,8
C10F1,E113D,8
C10F2,E114D,8
C10F3,E117,1
C10F4,E115,1
C10F5,E115,1
C10F6,E113D H360A,7
C10F7,E119,1
C10F8,E116,1
C10F9,E119,1
C10FA,E114D G590A,7
C10FB,E114D G632A,7
C10FC,E112D N083A,7
C10FD,E110,1
C10FE,E113D H280A,7
C10FF,E115D I792A,7
C10FG,E116D M142A,7
C10FH,E116D M146A,7
C10FJ,E119,1
C10FK,E119,1
C10FL,E112D N083A,7
C10FM,E112D N083A,7
C10FN,E111,1
C10FP,E110,1
C10FQ,E113D H360A,7
C10FR,E114D G990A,7
C10FS,E119,1
C10G.,E13,1
C10G0,E139,1
C10H.,E13,1
C10H0,E139,1
C10J.,E13,1
C10J0,E139,1
C10K.,E13,1
C10K0,E139,1
C10L.,E13,1
C10L0,E139,1
C10M.,E13,1
C10M0,E139,1
C10N.,E13,1
C10N0,E139,1
C10N1,E139,1
C10P.,E10-E14,2
C10P0,E109,1
C10P1,E119,1
C10Q.,E119,1
C10y.,E146,1
C10y0,E106,1
C10y1,E116,1
C10yy,E136,1
C10yz,E146,1
C10z.,E148,1
C10z0,E108,1
C10z1,E118,1
C10zy,E138,1
C10zz,E148,1
C11..,E160-E169,2
C110.,E15X,1
C1100,E15X,1
C1101,E15X,1
C110z,E15X,1
C111.,E161,1
C1110,E161,1
C1111,E161,1
C111z,E161,1
C112.,E162,1
C1120,E161,1
C1121,E162,1
C112z,E162,1
C113.,E891,1
C1130,E891,1
C113z,E891,1
C114.,E163,1
C1140,E163,1
C1141,E168,1
C114z,E168,1
C115.,E164,1
C1150,E164,1
C1151,E164,1
C115z,E164,1
C116.,E161,1
C1160,E161,1
C11y.,E168,1
C11y0,E130-E139,2
C11y1,E160,1
C11y2,R730,1
C11y3,R739,1
C11y4,E168,1
C11y5,R730,1
C11yz,E168,1
C11z.,E169,1
C12..,E20-E21,2
C120.,E213,1
C1200,E210,1
C1201,E210,1
C1202,E212,1
C121.,E200-E209,2
C1210,E214,1
C1211,E892,1
C1212,E200,1
C121z,E209,1
C12y.,E214,1
C12y0,E214,1
C12y1,E214,1
C12yz,E214,1
C12z.,E215,1
C13..,E22-E23,2
C130.,E220,1
C1301,E220,1
C1302,E220,1
C1303,E344,1
C130z,E220,1
C131.,E228,1
C1310,E221,1
C132.,E230,1
C1320,E230,1
C1321,E230,1
C1322,E230,1
C1323,E230,1
C132y,E230,1
C132z,E230,1
C133.,E230,1
C1330,E230,1
C133y,E230,1
C133z,E230,1
C134.,E230,1
C1340,E230,1
C1341,E230,1
C1342,E230,1
C1343,E230,1
C1344,E230,1
C134z,E230,1
C135.,E232,1
C1350,E232,1
C136.,E236,1
C1360,E222,1
C136z,E233,1
C137.,E231,1
C1370,E231,1
C1371,E893,1
C1372,E893,1
C137z,E893,1
C138.,R930,1
C139.,E230,1
C13A.,E236,1
C13X.,E233,1
C13y.,E236,1
C13y0,E236,1
C13y1,E236,1
C13y2,E236,1
C13y3,D331,1
C13y4,E236,1
C13yz,E236,1
C13z.,E237,1
C14..,E32,1
C140.,E320,1
C141.,E321,1
C14y.,E328,1
C14y0,E328,1
C14y1,E328,1
C14yz,E328,1
C14z.,E329,1
C15..,E24-E27,2
C150.,E249,1
C1500,E249,1
C1501,E242,1
C1502,E240,1
C1503,E243,1
C1504,E241,1
C1505,E244,1
C150z,E249,1
C151.,E269,1
C1510,E260,1
C1511,E261,1
C1512,E268,1
C1513,E268,1
C151y,E268,1
C151z,E269,1
C152.,E25,1
C1520,E250,1
C1521,E259,1
C1522,E250,1
C1523,E250,1
C1524,E250,1
C1525,E250,1
C1526,E250,1
C1527,E250,1
C1528,E250,1
C1529,E258,1
C152A,E250,1
C152y,E258,1
C152z,E259,1
C153.,E270,1
C1530,E270,1
C154.,E274,1
C1540,E272,1
C1541,E271,1
C1542,E274,1
C1543,E274,1
C1544,E273,1
C1545,E896,1
C1546,E272,1
C1547,E274,1
C154z,E274,1
C155.,E274,1
C1550,E274,1
C155z,E274,1
C156.,E275,1
C15y.,E278,1
C15y0,E278,1
C15yz,E278,1
C15z.,E279,1
C16..,E289,1
C160.,E280,1
C161.,E288,1
C1610,E281,1
C1611,E288,1
C161y,E288,1
C161z,E288,1
C162.,E894,1
C1620,E894,1
C1621,E894,1
C1622,E894,1
C162y,E894,1
C162z,E894,1
C163.,E288,1
C1630,E283,1
C1631,E283,1
C1632,E288,1
C1633,E283,1
C1634,E288,1
C163y,E288,1
C163z,E288,1
C164.,E282,1
C165.,E282,1
C16y.,E288,1
C16z.,E289,1
C17..,E299,1
C170.,E290,1
C171.,E895,1
C1710,E895,1
C1711,E895,1
C1712,E895,1
C171y,E895,1
C171z,E895,1
C172.,E291,1
C1720,E291,1
C1721,E291,1
C172y,E291,1
C172z,E291,1
C17y.,E298,1
C17y0,E345,1
C17yz,E298,1
C17z.,E299,1
C18..,E319,1
C180.,D448,1
C181.,E318,1
C182.,E310,1
C183.,E311,1
C184.,D448,1
C18y.,E318,1
C18z.,E319,1
C1z..,E34,1
C1z0.,E300,1
C1z1.,E301,1
C1z10,E301,1
C1z11,E308,1
C1z12,E301,1
C1z1y,E301,1
C1z1z,E301,1
C1z2.,E340,1
C1z3.,E342,1
C1z30,E342,1
C1z31,E342,1
C1z3z,E342,1
C1z4.,E343,1
C1z40,E343,1
C1z41,E343,1
C1z4y,E343,1
C1z4z,E343,1
C1z5.,E345,1
C1zW.,E899,1
C1zX.,E309,1
C1zy.,E348,1
C1zy0,E348,1
C1zy1,E348,1
C1zy2,Q873,1
C1zy3,E348,1
C1zy4,E348,1
C1zy5,E348,1
C1zy6,E348,1
C1zyy,E348,1
C1zyz,E348,1
C1zz.,E349,1
C2...,E40X-E64,2
C20..,E40X,1
C201.,E42X,1
C20z.,E46,1
C20zX,E43X,1
C21..,E41X,1
C22..,E46X,1
C23..,E46X,1
C230.,E46X,1
C231.,E46X,1
C232.,E45X,1
C233.,E441,1
C234.,E440,1
C23y.,E46X,1
C23z.,E46X,1
C24..,E509,1
C240.,E500,1
C241.,E501,1
C242.,E502,1
C243.,E503,1
C244.,E504,1
C245.,E505,1
C246.,E506,1
C247.,E507,1
C2470,E507,1
C247z,E507,1
C24y.,E508,1
C24y0,E508,1
C24y1,E508D L86XA,7
C24yz,E508,1
C24z.,E509,1
C25..,E51-E52,2
C250.,E511,1
C251.,E518,1
C252.,E52X,1
C253.,E512D G328A,7
C25X.,E519,1
C25z.,E51-E52,2
C26..,E539,1
C260.,E530,1
C261.,E531,1
C262.,E538,1
C2620,E538,1
C2621,E538,1
C2623,E539,1
C262z,E538,1
C26z.,E539,1
C27..,E54X,1
C28..,E55,1
C280.,E550,1
C281.,E643,1
C282.,E550,1
C283.,M830,1
C284.,M831,1
C285.,M832,1
C286.,M833,1
C287.,M834,1
C2870,M834+M844,15
C28A.,E833D M908A,7
C28A0,E833D M908A,7
C28A1,E833D M908A,7
C28B.,M834,1
C28X.,E649,1
C28z.,E559,1
C29..,E638,1
C290.,E561,1
C291.,E568,1
C2910,E560,1
C2911,E568,1
C291z,E568,1
C292.,E569,1
C293.,E618,1
C2930,E58X,1
C2931,E618,1
C293z,E619,1
C294.,E236,1
C2940,E59X,1
C2941,E60X,1
C2942,E610,1
C2943,E611,1
C2944,E612,1
C2945,E613,1
C2946,E614,1
C2947,E615,1
C2948,E616,1
C2949,E617,1
C295.,E630,1
C296.,E631,1
C29y.,E638,1
C29z.,E638,1
C2A..,E64,1
C2A0.,E640,1
C2A1.,E641,1
C2A2.,E642,1
C2B..,E559,1
C2z..,E639,1
C30..,E70-E72,2
C300.,E720,1
C3000,E720,1
C3001,E720,1
C3002,E720,1
C3003,E720,1
